id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_UCDP_id;side_a_gender;side_a_age;side_b;side_b_identity;side_b_UCDP_id;side_b_gender;side_b_age;additional actor;cr_clarity;clarity_comment;sources;sources_original;date_start;date_end;date_precision;time;where;neighborhood/area;longitude;latitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;fatalities_comment;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown;injuries_comment;
MIT08080402_00;Mitrovica;Kosovo;347;clash;n/a;blunt instrument (stones);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;16, 17;U.N. police officers, Kosovo police officers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Three Kosovo Serbs arrested in divided town for inciting violence,"" 6 August 2008";Besim Hoti, spokesman for the police in Mitrovice;2008-08-04;2008-08-04;1;09:45 p.m.;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;20,862235;42,8912232;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;2;0;1;1;0;"1 U.N. policeman slightly injured; exact number of injured Serbs unclear";
MIT08082701_00;Mitrovica;Kosovo;347;clash;n/a;gunfire, blunt instrument (rocks, cold steel;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;4 men;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Serbian radio Kosovo´s Mitrovica peaceful after interethnic clash,"" 29 August 2008";Police Commander David McClean;2008-08-27;2008-08-27;1;11:00 p.m.;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;20,862235;42,8912232;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;4;0;4;0;0;3 injured: Aleksandar Mihajlovic, Goran Vucetic, Milovan Rakic, and Milos Krsmanovic;
MIT08091301_00;Mitrovica;Kosovo;347;attack;n/a;unknown;unknown;unknown;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;53;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";unclear perpetrators, but suspected to be ethnically motivated attack;Koha Ditore: 16.09.2008;Besim Hoti, spokesman for the police in Mitrovice;2008-09-13;2008-09-16;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT08101001_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Kosovo Serbs, Albanians clash in North Mitrovica,"" 10 October 2008";Besim Hoti, spokesman for the police in Mitrovice;2008-10-10;2008-10-10;1;unknown;Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT08103001_00;Mitrovica;Kosovo;347;clash;n/a;without weapon/melee (beating), blunt instrument (metal bars, wooden sticks), gunfire;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;Kosovo Police officers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring a, ""Five persons lightly injured in clash over houses in divided Kosovo town,"" 30 October 2008; BBC Monitoring b, Kosovo TV says Serbia wanted to purchase Albanians' houses in Mitrovica,"" 31 October 2008";Dusan Petrovic, doctor at Kosovska Mitrovica hospital ;2008-10-30;2008-10-30;1;01:45 p.m.;Kroi i Vitakut [Vitak potok] Street of Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;5;unknown;unknown;unknown;5;"5 people injured; 4 male patients and 1 female patient; distribution among clash participants unclear";
MIT08122901_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;Kosovo police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the motive is slightly unclear. Source is also potentially biased. Thus, the event is coded at level 2.;Tanjug: 30.12.2008;Police command in northern Mitrovica;2008-12-29;2008-12-29;1;evening;Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;0;0;0;0;0;0;0;;;3;0;3;0;0;;
MIT08123001_01;Mitrovica;Kosovo;347;clash;n/a;sharp instrument (knife);civilians;Albanian;n/a;unknown;teenagers;civilians;Serb;n/a;1 man;boy/teenager;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Reuters, ""Kosovo Serbs burn Albanian shops in flashpoint town,"" 30 December 2008; BBC Monitoring, ""Security body says Kosovo divded town calm after incident; KFOR boosts presence,"" 31 December 2008";Besim Hoti, spokesman for the police in Mitrovice;2008-12-30;2008-12-30;1;evening;Mbreti petri i Street, North Mitrovica;;20,865060;42,895637;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT08123001_01;Mitrovica;Kosovo;347;attack;n/a;fire (arson);civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Reuters, ""Kosovo Serbs burn Albanian shops in flashpoint town,"" 30 December 2008; BBC Monitoring, ""Kosovo police spokesperson anounces investigation into Mitrovica attacks,"" 31 December 2008";Besim Hoti, spokesman for the police in Mitrovice;2008-12-30;2008-12-30;1;evening;Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT08123002_00;Mitrovica;Kosovo;347;attack;n/a;gunfire;unknown;unknown;n/a;unknown;unknown;civilians;unknown;n/a;unknown;35;KFOR soldiers, EULEX officers;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) suggest a conflict-related event, but the situation is very unclear. Perpetrators are also unknown. Thus, event is coded as CR3. ;"BBC Monitoring, ""Man injured in Kosovo divided town shooting, situation under control,"" 31 December 2008";Mitrovica mayor Bajram Rexhepi;2008-12-30;2008-12-30;1;unknown;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;20,862235;42,8912232;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;1;0;1;0;0;1 victim: Behram;
MIT08123101_00;Mitrovica;Kosovo;347;attack;n/a;unknown;unknown;unknown;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;youths;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) suggest a conflict-related event, but the situation is unclear. Perpetrators are also unknown. Source is potentially biased. Thus, event is coded as CR3. ;Koha Ditore: 03.01.2009;unknown;2008-12-31;2009-01-03;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT09010201_00;Mitrovica;Kosovo;347;attack;n/a;fire (arson), explosives (grenade);civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Reuters, ""Violence erupts again in divided Kosovo town,"" 3 Januarz 2009; BBC Monitoring, ""Kosovo president urges calm after explosions in divided city,"" 4 January 2009"; Marko Jaksic, the Serb director of Mitrovica hospital;2009-01-02;2009-01-02;1;midnight;Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;0;0;0;0;0;0;0;;;6;0;0;6;0;3 firefigthers and 3 civilians injured;
MIT09010401_00;Mitrovica;Kosovo;347;attack;n/a;unknown;unknown;unknown;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;"BBC Monitoring, ""Two Serbs attacked in Kosovo divided town despite NATO, EU mission assurances,"" 6 January 2009,"" 6 January 2009";Besim Hoti, spokesman for the police in Mitrovice;2009-01-04;2009-01-04;1;10:00 p.m.;Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;0;0;0;0;0;0;0;;;2;0;2;0;0;;
MIT09010601_00;Mitrovica;Kosovo;347;clash;n/a;blunt instrument (stones);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;UN Report S/2009/149;UN Report;2009-01-06;2009-01-06;1;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT09042401_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;others (tear gas), gunfire;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;EULEX officers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring a,""EULEX police use tear gas to separate Kosovo Serbs, Albanians near divided town,"" 25 April 2009; BBC Monitoring b,""Shots fired during Kosovo Serb protest over building of Albanian homes,"" 25 April 2009; BBC Monitoring c,""EULEX police fire ""large amounts of tear gas"" at Kosovo Serb protesters,"" 30 April 2009; BBC Monitoring d, ""Premier says Kosovo determined not to ""surrender to extremists,""  30 April 2009, BBC Monitoring e, ""Serbs continue protest, EULEX vehicle attacked in north Kosovo,"" 1  May 2009; BBC Monitoring  f,""Serbian TV shows footage of EULEX police clashing with Kosovo Serb protesters,""  5 May 2009; BBC Monitoring g,""Police separate Serb, Albanian protestors in northern Kosovo,"" 23 June 2009 ";Besim Hoti, spokesman for the police in Mitrovice;2009-04-24;2009-05-11;1;unknown;Brdjani/ Kroi i Vitakut, North Mitrovica;Brdjani/ Kroi i Vitakut, North Mitrovica;20,852341;42,8921131;3: neighbourhood ;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT09042701_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;others (rubber bullets, tear gas);civilians;Serb;n/a;1  man;young;EULEX officers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Kosovo Serb injured in suburb of divided town,"" 27 April 2009";unknown;2009-04-27;2009-04-27;1;10:20 a.m.;Brdjani/ Kroi i Vitakut, North Mitrovica;Brdjani/ Kroi i Vitakut, North Mitrovica;20,852341;42,8921131;3: neighbourhood ;0;0;0;0;0;0;0;;;1;1;0;0;0;0;
MIT09050401_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;others (teargas);civilians;Serb;n/a;1 man;unknown;EULEX officers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Serb protester sazs EULEX applied ""classical form of violence"" during protest,"" 4 May 2009";Dr. Milka Belovic, the head of ophthalmolgy ward, Mitrovica hospital;2009-05-04;2009-05-04;1;unknown;Brdjani/ Kroi i Vitakut, North Mitrovica;Brdjani/ Kroi i Vitakut, North Mitrovica;20,852341;42,8921131;3: neighbourhood ;0;0;0;0;0;0;0;;;1;1;0;0;0;;
MIT09062901_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;youths;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Source also potentially biased. Thus, the event is coded at level 2.;Zëri: 01.07.2009;unknown;2009-06-29;2009-06-29;1;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT09072801_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);unknown;unknown;n/a;unknown;unknown;civilians;Albanian;n/a;1 man;youths;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Source also potentially biased. Thus, the event is coded at level 2.;Epoka e Re: 29.07.2009;Besim Hoti, spokesman for the police in Mitrovice;2009-07-28;2009-07-28;1;morning (early);North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;0;0;0;;
MIT09080401_00;Mitrovica;Kosovo;347;attack;n/a;blunt instrument (stones);civilians;Serb;n/a;unknown;unknown;journalists;Albanian;n/a;2 men;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Kosovo Albanian journalists slam Serb ""attack"" on reporters,""";witness testimony (League of Jornalists of Mitrovica);2009-08-04;2009-08-04;1;unknown;Brdjani/ Kroi i Vitakut, North Mitrovica;Brdjani/ Kroi i Vitakut, North Mitrovica;20,852341;42,8921131;3: neighbourhood ;0;0;0;0;0;0;0;;;2;0;2;0;0;2 victims: Musa Mustafa, journalist of Koha Ditore, and  Bajram Hajdair, journalist of Kosovapress;
MIT09082501_00;Mitrovica;Kosovo;347;clash;n/a;other (tear gas), explosives (stun grenades);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;EULEX officers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Kosovo Serb official blames Albanian ""provocation"" for clashes in the north,"" 25 August 2009";RTS (Serbian Radio-Television);2009-08-25;2009-08-25;1;unknown;Brdjani/ Kroi i Vitakut, North Mitrovica;Brdjani/ Kroi i Vitakut, North Mitrovica;20,852341;42,8921131;3: neighbourhood ;0;0;0;0;0;0;0;;;7;5;2;0;0;;
MIT09090101_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;6 men;15-19;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Six Serb youths injured in clash with Albanians in divided Kosovo town,"" 2 September 2009";Miroslav Dancetovic, surgeon Mitrovica hospital;2009-09-01;2009-09-01;1;09:00 p.m.;playground in Mikronaselje/ Kodra e Minatoreve, North Mitrovica;Mikronaselje/ Kodra e Minatoreve, North Mitrovica;20,859649;42,8956005;3: neighbourhood ;0;0;0;0;0;0;0;;;6;0;6;0;0;;
MIT09101301_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);unknown;unknown;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;UN Report S/2010/5;UN Report;2009-10-13;2009-10-13;1;unknown;near Main Bridge, North Mitrovica;Main Bridge, Mitrovica;20,865634;42,8925288;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT09101301_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;civilians;civilians;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"UN Report S/2010/5; Joha Ditore a: 14.10.2009; Koha Ditore b: 17.10.2009";Besim Hoti, spokesman for the police in Mitrovice, UN Report;2009-10-13;2009-10-13;1;unknown;near Dolce Vita Cafe, North Mitrovica ;;20,865459;42,8920519;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;2;0;2;0;0;1 victim suffered extensive bodily injuries;
MIT10010401_00;Mitrovica;Kosovo;347;attack;n/a;blunt instrument (stones);civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;UN Report S/2010/169;UN Report;2010-01-04;2010-01-04;1;unknown;Brdjani/ Kroi i Vitakut, North Mitrovica;Brdjani/ Kroi i Vitakut, North Mitrovica;20,852341;42,8921131;3: neighbourhood ;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT10010501_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;Kosovo Police officers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""One injured in Albanian, Serb fight in divided Kosovo town - news agency,"" 5 January 2010";Kosovo Police Service spokesman Ergin Medic;2010-01-05;2010-01-05;1;11:00 a.m.;Brdjani/ Kroi i Vitakut, North Mitrovica;Brdjani/ Kroi i Vitakut, North Mitrovica;20,852341;42,8921131;3: neighbourhood ;0;0;0;0;0;0;0;;;1;0;0;0;1;1 unspecified injured victim;
MIT10053001_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;others (tear gas);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;KFOR soldiers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Saigon Times, ""World Briefs,"" 31  May 2010";unknown;2010-05-30;2010-05-30;1;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT10060901_00;Mitrovica;Kosovo;347;OSV;n/a;without weapon/melee (beating);extremists;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;5 men;youths;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Security body condems ""Serb extremists"" attack on Kosovo Albanian youths";Mitrovica municipality's Security Committee;2010-06-09;2010-06-09;1;07:30 p.m.;in a field in Mikronaselje/ Kodra e Minatoreve, North Mitrovica;Mikronaselje/ Kodra e Minatoreve, North Mitrovica;20,857589;42,8956278;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;5;0;5;0;0;victims: Irfan Mustafe Cerani (1993), Bedri Xhemajl Cerani (1992), Ridvan Mustafe Cerani (1989), Valmir Faruk Kelnedi (1991) and Trim Fatmir Berisha (1990) were seriously injured in the incident.;
MIT10061001_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;UN Report S/2010/401;UN Report;2010-06-10;2010-06-10;1;unknown; Northern bank of the Ibër/Ibar, North Mitrovica;;20,863811;42,8910751;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT10070201_00;Mitrovica;Kosovo;347;attack;n/a;explosives (hand grenade);unknown;unknown;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Associated Press Newswires, ""Blast kills man at Serb protest, injures dozen others in ethnically tense northern Kosovo town,"" 2 July 2010; BBC Monitoring a ,""Calm restored in divided town as Kosovo police, NATO force boost security"" 2 July 2010; BBC Monitoring b, ""Doctor killed in blast ""had nothing to do with protest"", Kosovo police say,"" 2 July 2010; Reuters, ""UPDATE 2-Blast kills one, hurts 10 in flashpoint Kosovo town,"" 2 July 2010; US Fed News, ""SERBIAN PRESIDENT, IN SECURITY COUNCIL MEETING, BLAMES UNILATERAL DECLARATION OF INDEPENDENCE FOR DEADLY VIOLENCE IN KOSOVO,"" 7 July 2010";Kosovo police;2010-07-02;2010-07-02;1;10:00 a.m.;near Technical High School, Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,867679;42,8971408;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;0;0;0;1 man;victim: pediatrician Mensur Dzekovic;12;0;11;0;0;7 Kosovo Serb females, 4 Kosovo Serb males, and 1 Kosovo Bosniak injured;
MIT10070501_00;Mitrovica;Kosovo;347;assassination/murder;n/a;gunfire;unknown;unknown;n/a;unknown;unknown;politican;Serb;n/a;1 male;34;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) suggest a conflict-related event, but the situation is unclear (possibly intra-group conflict). Perpetrators are also unknown. Thus, event is coded as CR3. ;"Radio Free Europe Documents and Publications, ""Wounded Kosovar Serb Lawmaker:""I Knew There Were Risks,"" 7 July 2010; US Fed News, ""SERBIAN PRESIDENT, IN SECURITY COUNCIL MEETING, BLAMES UNILATERAL DECLARATION OF INDEPENDENCE FOR DEADLY VIOLENCE IN KOSOVO,"" 7 July 2010";victim testimony;2010-07-05;2010-07-05;1;morning;outside Miletic's house in North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;1 injured victim: Petar Miletic;
MIT10072601_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;UN Report S/2010/562;UN Report;2010-07-26;2010-07-26;1;unknown;end of Main Bridge, North Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT10080501_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Albanian;n/a;unknown;youths;civilians;Serb;n/a;unknown;youths;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;UN Report S/2010/562;UN Report;2010-08-05;2010-08-05;1;unknown;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT10090701_00;Mitrovica;Kosovo;347;assassination/murder;n/a;gunfire;unknown;unknown;n/a;1 man;unknown;civilians;Albanian;n/a;1 man;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) suggest a conflict-related event, but the situation/motive is unclear. Perpetrators are also unknown. Thus, event is coded as CR3. ;"BBC Monitoring, ""Serbian TV reports ethnic Albanian shot dead in divided Kosovo town,"" 07 September 2010";Besim Hoti, spokesman for the police in Mitrovice;2010-09-07;2010-09-07;1;09:40 p.m.;Mikronaselje/ Kodra e Minatoreve, North Mitrovica;Mikronaselje/ Kodra e Minatoreve, North Mitrovica;20,859649;42,8956005;3: neighbourhood ;0;1;0;0;1;1;1;1  man;"victim: Hakif Mehmeti; perpetrator: Ljubisa Vujinovic";0;0;0;0;0;;
MIT10091101_00;Mitrovica;Kosovo;347;clash;n/a;gunfire, blunt instrument (stones), others (tear gas);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;EULEX officers, Kosovo Police officers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"HINA, ""EULEX, KFOR slam ethnic clashes in Mitrovica,"" 12 September 2010";Yves de Kermabon, head of EULEX;2010-09-11;2010-09-11;1;night;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;6;unknown;unknown;2;unknown;"4 injured people participating in the clashes; 1  EULEX and 1 Kosovo police officer injured";
MIT10092801_00;Mitrovica;Kosovo;347;attack;n/a;explosives (TNT grenade);unknown;unknown;n/a;unknown;unknown;civilians;unknown;n/a;1 woman;3;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;"Agence France Presse, ""Kosovo blast injures three-year-old child: police,"" 29 September 2010";Besim Hoti, spokesman for the police in Mitrovice;2010-09-28;2010-09-28;1;afternoon (later);North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT10102001_00;Mitrovica;Kosovo;347;clash;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;civilians;Serb;n/a;1 man;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest intra-group conflict, but the source is potentially biased. Thus, the event is coded as CR2.;Koha Ditore: 23.10.2010;unknown;2010-10-20;2010-10-23;0;unknown;hotel in North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;1 victim: Oliver Ivanovic;
MIT11011401_00;Mitrovica;Kosovo;347;attack;n/a;unknown;unknown;unknown;n/a;unknown;unknown;EULEX officers;unknown;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) suggest a conflict-related event, but the situation/motive is unclear. Perpetrators are also unknown. Thus, event is coded as CR3. ;"Agence France Presse, ""Three European policeman assaulted in Kosovo,"" 14 January 2011";Besim Hoti, spokesman for the police in Mitrovice;2011-01-14;2011-01-14;1;02:30 a.m.;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;0;3;0;0;0;;
