id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_gender;side_a_age;side_b;side_b_identity;side_b_gender;side_b_age;additional actors;cr_clarity;clarity_comment;sources;sources_original;date_start;date_end;date_precision;time;where;neighborhood/area;lattitude;longitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown;injuries_comment
BEL05080701_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;UVF;loyalist;unknown;unknown;LVF;unknown;1 man;32;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Belfast Telegraph, ""Loyalist fights for his life as feud rages on,"" 8 August 2005; Mirror, ""GUN VICTIM ""AN LVF GANGSTER"","" 8 August 2005";;2005-08-07;2005-08-07;1;morning;Glenside Park, north Belfast;;54,62075566;-5,977044503;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;victim: Lawrence 'Duffer' Kincaid 
BEL05081001_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;civilians;Protestant;unknown;unknown;civilians;Catholic;1 boy;15;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Unclear circumstances but likely sectarian motive. Thus, event coded at CR3. ;Sutton/CAIN Index of Deaths;;2015-08-10;2015-08-10;1;unknown;Somerton Road, north Belfast;;54,629979;-5,935433;3: neighbourhood ;0;1;0;0;1;1;1;1 boy;1;0;1;0;0;
BEL05081301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;30;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR61;"Belfast News Letter, ""Man shot in both legs,"" 15 August 2005";;2005-08-13;2005-08-14;0;09:40 p.m.;Dee Street area of the Newtownards Road, east Belfast;;54,60076832;-5,896974359;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05081501_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;Protestant;1 man;42;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Circumstances slightly unclear, but information suggests a conflict-related event with paramilitary involvement. Thus coded at CR2;Sutton/CAIN Index of Deaths;;2005-08-15;2005-08-15;1;unknown;Sandy Row, Belfast;;54,59158002;-5,937085788;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL05081901_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR62;"Belfast News Letter, ""Manshot in leg,"" 20 August 2005";;2005-08-19;2005-08-19;1;night;an alleyway off the Beersbridge Road, east Belfast;;54,592145;-5,890564;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05082001_00;Belfast;United Kingdom ;200;clash;n/a;gunfire, blunt instrument (bricks, bottles, missiles);civilians;Protestant;unknown;unknown;civilians;Catholic;unknown;unknown;police officers;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Irish Indepedent, ""Violent weekendclashes in North,"" 22 August 2005";police;2005-08-20;2005-08-21;0;unknown;Cuan Place, east Belfast;;54,588967;-5,711035;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;0;1;0;1 person was injured
BEL05082301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20s;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR63;"The Irish News, ""Man shot,"" 24 August 2005";;2005-08-23;2005-08-23;1;night;Carncaver Road area of Castlereagh, east Belfast;;54,57687258;-5,876896132;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05082401_00;Belfast;United Kingdom ;200;attack;n/a;explosives (petrol bombs);unknown;unknown;unknown;unknown;civilians;unknown;1 boy;13 weeks;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Circumstances slightly unclear, but information suggests a very probable sectarian event. Thus coded at CR2;"Belfast Telegraph, ""Now they paint bomb tots,"" 25 August 2005";;2005-08-24;2005-08-24;1;night;Cliftondene Crescent, north Belfast;;54,62157574;-5,959438161;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;victim: Lorcan Grew
BEL05082601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;22;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR64;"People, ""Man is shot in the legs,"" 28 August 2005";;2005-08-26;2005-08-26;1;08:00 p.m.;Avoniel Parade area, east Belfast;;54,59284578;-5,895016701;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05090601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;49;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR65;"Belfast News Letter, ""Victim, 49, shot in leg,"" 7 September 2005";police;2005-09-06;2006-09-06;1;09:30 p.m.;Tynedale Grove, north Belfast;;54,63107093;-5,965559588;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05090701_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;19;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR66;"Belfast News Letter, ""Two men injured in paramilitary shootings,"" 8 September 2005";;2006-09-07;2006-09-07;1;shortly before midnight;waste ground off Garton Way, north Belfat;;54,651985;-5,931105;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05091001_00;Belfast;United Kingdom ;200;attack;n/a;unknown;unknown;unknown;10 men;unknown;civilians;Catholic;1 man;29;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Limited information but possibly sectarian motive. Thus, event coded at CR3. ;"Belfast Telegraph, ""Man fights for life after attack,"" 10 September 2005";police;2005-09-10;2005-09-10;1;02:00 a.m.;junction of Albertbridge Road and Short Strand, east Belfast ;;54,595947;-5,910757;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05091002_00;Belfast;United Kingdom ;200;riot/violent protest;n/a;gunfire, explosives (blast bombs, petrol bombs), others (plastic bullets, water cannons);civilians;loyalist;unknown;unknown;police officers, soldiers;unknown;unknown;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"The Sunday Telegraph, ""14 injured in Belfast riot,"" 11 September 2005; National Post, ""32 police injured in Belfast riots,"" 12 September 2009; Mirror, ""LOYALISTS ON THE RAMPAGE: Live rounds, 1,000 petrol & blastbombs, 81 cops hurt, 116 vehicles burnt out, 400 plastic bullets, £1m damage to buses and UDA chiefs say STOP.. do they want THANKS?,"" 14 September 2005";;2005-09-10;2005-09-14;1;unknown;north Belfast;;54,640046;-5,927983;4: sub-city admin area;0;0;0;0;0;0;0;;83;0;81;2;0;2 other people were injured
BEL05091001_00;Belfast;United Kingdom ;200;riot/violent protest;n/a;without weapon/melee (beating);civilians;loyalist;unknown;unknown;civilians;unknown;1 woman ;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Circumstances slightly unclear, but information suggests a very probable sectarian event. Thus coded at CR2;"The Irish News, ""Loyalist violence - Mother attacked at roadblock - Pregnant woman punched in face,"" 16 September 2005";victim testimony;2005-09-14;2005-09-14;1;04:00 p.m.;Seymour Hill, Dunmurry, south Belfast;;54,543113;-6,009892;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05091201_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (iron bars, sewer rods);unknown;unknown;unknown;unknown;civilians;unknown;1 man;34;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Limited information on circumstances but possibly conflict-related. Thus, event coded at CR3. ;"The Irish News, ""McCartney friend says attackers 'republicans',"" 14 September 2005";victim testimony;2005-09-12;2005-09-12;1;night;Short Strand area, east Belfast;;54,597963;-5,912488;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;victim: Jeff Commander
BEL05092401_00;Belfast;United Kingdom ;200;clash;n/a;blunt instrument (bricks);civilians;Catholic;unknown;unknown;police officers;unknown;unknown;unknown;firefighters;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Associated Press Newswires, ""Catholic militants attack police in west Belfast, two officers wounded,"" 25 September 2005";police;2005-09-24;2005-09-24;1;night;Andersonstown Road gas station, west Belfast;;54,57429566;-5,987342711;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0;
BEL05100401_00;Belfast;United Kingdom ;200;assassination/murder;66794;gunfire;unknown;unknown;unknown;unknown;xUDA;Protestant;1 man;47;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Circumstances slightly unclear, but information suggests a conflict-related event with paramilitary involvement. Thus coded at CR2;Sutton/CAIN Index of Deaths;;2005-10-04;2005-10-04;1;unknown;Clarawood estate, east Belfast;;54,585356;-5,86651;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL05100601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;28;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR67;"The Irish News, ""Man (28) shot in both legs,"" 8 October 2005";police;2005-10-06;2005-10-06;1;08:00 p.m.;Battenberg Street, north Belfast;;54,603867;-5,95817493;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05101201_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;27;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR68;"The Irish News, ""'Paramilitary style' shooting,"" 14 October 2005";;2005-10-12;2005-10-12;1;night;at the rear of Ballyronan Park in theRathcoole estate, north Belfast;;54,661442;-5,919166;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05101401_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;2 men;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR69;"The Irish News, ""Two men shot in double attack,"" 15 October 2005";;2005-10-14;2005-10-14;1;night;Agnes Street area off the Shankill Road, west Belfast;;54,60716849;-5,946588258;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;2;0;2;0;0;
BEL05102601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Circumstances slightly unclear, but information suggests a very probable sectarian event. Thus coded at CR2;"Belfast News Letter, ""Sectarian motive to stabbing,"" 28 October 2005";;2005-10-26;2005-10-26;1;11:00 p.m.;Peter's Hill area, north Belfast;;54,603283;-5,937555;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL05111101_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20s;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR70;"Belfast Telegraph, ""Ex-mayor hits out at shooting,"" 11 November 2005";;2005-11-11;2005-11-11;1;08:00 p.m.;at the entry to Lord Street, at Beersbridge Road, east Belfast;;54,59248666;-5,89805173;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06011001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR71;"The Irish News, ""Man shot twice in leg,"" 10 January 2006";;2006-01-10;2006-01-10;1;06:00 p.m.;near Roden Street in the Donegall Road area, south Belfast;;54,5927546;-5,949244671;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06012001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;5 men;unknown;civilians;unknown;1 boy;youth;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR72;"The Irish News, ""Youth shot in gang attack,"" 20 January 2006";police;2006-01-20;2006-01-20;1;08:00 p.m.;an alleyway off Grove Street, east Belfast;;54,590927;-5,893959;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06020701_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;3 men;unknown;civilians;unknown;1 man;22;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR73;"The Irish News, ""Man (22) shot,"" 7 February 2006";;2006-02-07;2006-02-07;1;unknown;an entry in the Ballysillan area, north Belfast;;54,630726;-5,972129;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06030801_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (baton, bat), without weapon/melee (biting);unknown;unknown;unknown;unknown;civilians;unknown;1 man;21;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR74;"The Irish News, ""Beating marks first 'republican' paramilitary attack for 11 months,"" 10 March 2006";;2006-03-08;2006-03-08;1;02:00 p.m.;Gortnamona Way, west Belfast;;54,58544423;-5,991227588;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06032101_00;Belfast;United Kingdom ;200;attack;n/a;unknown;unknown;unknown;unknown;youth;civilians;Protestant;1 boy;teenager;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Limited information but possibly sectarian motive. Thus, event coded at CR3. ;"The Irish News, ""School boy attacked by four-strong gang,"" 10 March 2006";;2006-03-21;2006-03-21;1;after noon;Cliftonpark Avenue towards the Shankill Road, north Belfast;;54,60996;-5,945343;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06041201_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;2 men;unknown;civilians;unknown;1 man;32;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR75;"The Irish News, ""UVF blamed for gun attack,"" 13 April 2006";;2006-04-12;2006-04-12;1;10:20 p.m.;Agnes Street on the Shankill Road, west Belfast;;54,60478971;-5,946870724;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06052001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;2 men;20s;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR76;"The Irish News, ""TWO WOUNDED IN PUNISHMENT SHOOTING,"" 21 May 2006";;2006-05-20;2006-05-20;1;11:30 p.m.;Derrycoole Way, Newtownabbey, north Belfast;;54,66784245;-5,926765093;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0;
BEL06052301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR77;"The Irish News, ""Man (20) shot in leg,"" 24 May 2006";;2006-05-23;2006-05-23;1;10:30 p.m.;Tullycarnett area, east Belfast;;54,58985982;-5,825700583;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06052401_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 boy;17;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR78;"The Irish News, ""Two targeted in shootings,"" 25 May 2006";;2006-05-24;2006-05-24;1;10:30 p.m.;Conway Street area, northBelfast;;54,60147407;-5,951886261;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06053001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;UVF;loyalist;1 man;36;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR79;"Press Association National Newswire, ""TOP LOYALIST PARAMILITARY 'SHOT',"" 30 May 2006; Press Association Newswires, ""Senior figure in outlawed Protestant group shot, critically wounded in Belfast,"" 30 May 2006";;2006-05-30;2006-05-30;1;04:00 p.m.;Mossley area of Newtownabbey, north Belfast;;54,691726;-5,936947;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;victim: Mark Haddock
BEL06061201_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (metal bars);unknown;unknown;unknown;unknown;civilians;unknown;1 man;23;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Limited information but possibly sectarian motive. Thus, event coded at CR3. ;"The Irish News, ""Ombudsman's son recovering,"" 14 June 2006";;2006-06-12;2006-06-12;1;unknown;Hillview Court in the Oldpark Road area, north Belfast;;54,61165182;-5,948417815;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06061501_00;Belfast;United Kingdom ;200;riot/violent protest;n/a;blunt instrument (rocks, golf balls);civilians;Protestant;unknown;unknown;civilians;Catholic;1 woman ;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Associated Press Newswires, ""Catholics attack Protestant parade in Belfast with rocks, golf balls; 1 woman injured,"" 16 June 2006";;2006-06-15;2006-06-15;1;night;Ardoyne district, north Belfast;;54,618744;-5,959671;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06061601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20s;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR80;"The Irish News, ""Man shot in the leg,"" 17 June 2006";;2006-06-16;2006-06-16;1;08:00 p.m.;Ardmonagh Gardens area, west Belfast;;54,5917088;-5,988155934;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06070301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;23;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR81;"The Irish News, ""Men assaulted,"" 04 July 2006";;2006-07-03;2006-07-03;1;10:00 p.m.;Shannon Street area, north Belfast;;54,61091226;-5,946287159;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06070302_00;Belfast;United Kingdom ;200;attack;n/a;without weapon/melee (beating);unknown;unknown;unknown;unknown;civilians;unknown;1 man;20s;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR82;"The Irish News, ""Men assaulted,"" 04 July 2006";;2006-07-03;2006-07-03;1;06:00 p.m.;Shankill Parade area, west Belfast;;54,604339;-5,942205;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06080301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;4 men;unknown;civilians;unknown;1 man;24;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR83;"The Irish News, ""Man shot in leg,"" 04 August 2006";;2006-08-03;2006-08-03;1;08:40 p.m.;Donegall Avenue area, south Belfast;;54,58668;-5,951317;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06081201_00;Belfast;United Kingdom ;200;attack;n/a;unknown;unknown;unknown;7 men;unknown;civilians;unknown;1 man;18;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR84;"People, ""Teen hurt in gang attack,"" 13 August 2006";police;2006-08-12;2006-08-12;1;03:00 a.m.;Albert Street off the Falls Road, west Belfast;;54,59759053;-5,942857065;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06082801_00;Belfast;United Kingdom ;200;clash;n/a;sharp instrument (knife);republican;republican;men;unknown;civilians;unknown;men;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Circumstances slightly unclear, but information suggests a conflict-related event with paramilitary involvement. Thus coded at CR2;"Mirror, ""Knifing triggers fears of turf war,"" 29 August 2006";;2006-08-23;2006-08-23;1;late;Albert Bridge, east Belfast;;54,59584563;-5,912844089;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06091601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;CIRA;republican;unknown;unknown;civilians;unknown;1 man;18;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"The Irish News, ""Teen intended target of 2nd paramilitary attack,"" 20 September 2006, The Irish News, ""CIRA claims paramilitary-style attacks,"" 17 October 2006";;2006-09-16;2006-09-16;1;night;Falls Road, west Belfast;;54,59249455;-5,965337573;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;victim: Conor Weldon
BEL06091801_00;Belfast;United Kingdom ;200;clash;n/a;blunt instrument, others (motor vehicle);civilians;Catholic;men;young;police officers;unknown;unknown;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Agence France Presse, ""Police injured in clashes in N.Ireland,"" 18 September 2006";police;2006-09-18;2006-09-18;1;unknown;New Lodge Road area, North Belfast;;54,610173;-5,932446;3: neighbourhood ;0;0;0;0;0;0;0;;11;0;11;0;0;
BEL06100101_00;Belfast;United Kingdom ;200;attack;n/a;gunfire, without weapon/melee (beating);unknown;unknown;4 men;unknown;civilians;unknown;1 man;24;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR85;"The Irish News, ""Man shot in leg,"" 2 October 2006";;2006-10-01;2006-10-01;1;10:00 p.m.;Parkmount Terrace, north Belfast;;54,63955751;-5,92438558;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06101201_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;CIRA;republican;unknown;unknown;civilians;unknown;1 boy;17;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Mirror, ""Gunmen shooting teens on hitlist,"" 20 September 2006; The Irish News, ""CIRA claims paramilitary-style attacks,"" 17 October 2006";;2006-10-12;2006-10-12;1;unknown;Berwick Road, north Belfast;;54,61744093;-5,962258601;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;victim: James Flanagan
BEL06101601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;CIRA;republican;unknown;unknown;civilians;unknown;1 man;19;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"The Irish News, ""CIRA claims paramilitary-style attacks,"" 17 October 2006";;2006-10-16;2006-10-16;1;unknown;Jamaica Street, Ardoyne, north Belfast;;54,61725233;-5,957587616;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL06101901_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;CIRA;republican;unknown;unknown;civilians;unknown;1 man;26;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"The Irish News, ""Exclusive - Man shot in fourth Continuity IRA attack,"" 20 October 2006";;2006-10-19;2006-10-19;1;unknown;in an apartment block off the Stewartstown Road, west Belfast ;;54,56175608;-6,021402574;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
